siparis_id,musteri_adi,sehir,fiyat,adet,tarih,kategori
10376,Bilinmiyor,İstanbul,781.53,9,,Elektronik
10377,ahmet yılmaz,Ankara,4683.83,9,,Giyim
10378,AYŞE KAYA,İzmir,2217.62,7,,
10379,Mehmet  Demir,Bursa,1947.43,5,,?
10380, Fatma Şahin,İstanbul,3661.94,5,,Elektronik
10381,ahmet yılmaz,İstanbul,2787.32,9,,Giyim
10382,AYŞE KAYA,Ankara,4683.89,3,,Giyim
10383,Mehmet  Demir,İzmir,3912.49,4,,Elektronik
10384, Fatma Şahin,Bursa,2422.88,9,,
10385,ahmet yılmaz,İstanbul,1912.98,4,,?
10386,AYŞE KAYA,İstanbul,4933.83,3,,Elektronik
10387,Mehmet  Demir,Ankara,3602.91,6,,?
10388, Fatma Şahin,İzmir,4758.41,3,,Ev
10389,ahmet yılmaz,Bursa,636.47,9,,Elektronik
10390,AYŞE KAYA,İstanbul,4260.14,9,,Ev
10391,Mehmet  Demir,İstanbul,3203.52,3,,Elektronik
10392, Fatma Şahin,Ankara,653.51,5,,Giyim
10393,ahmet yılmaz,İzmir,2961.88,9,,
10394,AYŞE KAYA,Bursa,50.0,7,,?
10395,Mehmet  Demir,İstanbul,110.9,2,,Elektronik
10396, Fatma Şahin,İstanbul,2298.87,6,,
10397,ahmet yılmaz,Ankara,4135.73,6,,Ev
10398,AYŞE KAYA,İzmir,1512.03,6,,
10399,Mehmet  Demir,Bursa,50.0,1,,?
10400, Fatma Şahin,İstanbul,2239.45,3,,Giyim
10401,ahmet yılmaz,İstanbul,1544.54,8,,Ev
10402,AYŞE KAYA,Ankara,4596.29,3,,Ev
10403,Mehmet  Demir,İzmir,3917.41,3,,?
10404, Fatma Şahin,Bursa,597.41,3,,Giyim
10405,ahmet yılmaz,İstanbul,4985.32,2,,Giyim
10406,AYŞE KAYA,İstanbul,4402.04,2,,Giyim
10407,Mehmet  Demir,Ankara,1455.35,4,,Giyim
10408, Fatma Şahin,İzmir,4192.64,8,,Elektronik
10409,ahmet yılmaz,Bursa,576.78,1,,Elektronik
10410,AYŞE KAYA,İstanbul,4995.57,3,,
10411,Mehmet  Demir,İstanbul,3345.14,1,,Elektronik
10412, Fatma Şahin,Ankara,3268.12,6,,
10413,ahmet yılmaz,İzmir,497.68,3,,Elektronik
10414,AYŞE KAYA,Bursa,4490.32,8,,?
10415,Mehmet  Demir,İstanbul,193.55,6,,Giyim
10416, Fatma Şahin,İstanbul,1242.1,8,,Ev
10417,ahmet yılmaz,Ankara,757.96,6,,Giyim
10418,AYŞE KAYA,İzmir,3895.0,4,,Ev
10419,Mehmet  Demir,Bursa,1031.11,8,,Ev
10420, Fatma Şahin,İstanbul,4557.66,5,,Ev
10421,ahmet yılmaz,İstanbul,3298.53,9,,Giyim
10422,AYŞE KAYA,Ankara,229.01,9,,Ev
10423,Mehmet  Demir,İzmir,76.88,6,,
10424, Fatma Şahin,Bursa,50.0,7,,Ev
10425,ahmet yılmaz,İstanbul,3049.33,3,,Giyim
10426,AYŞE KAYA,İstanbul,4017.33,8,,Elektronik
10427,Mehmet  Demir,Ankara,1230.84,7,,Giyim
10428, Fatma Şahin,İzmir,4254.57,9,,Elektronik
10429,ahmet yılmaz,Bursa,333.3,3,,Elektronik
10430,AYŞE KAYA,İstanbul,4014.77,8,,
10431,Mehmet  Demir,İstanbul,4642.59,5,,Elektronik
10432, Fatma Şahin,Ankara,3871.94,2,,Ev
10433,ahmet yılmaz,İzmir,3505.7,2,,
10434,AYŞE KAYA,Bursa,4198.0,6,,
10435,Mehmet  Demir,İstanbul,248.75,3,,Elektronik
10436, Fatma Şahin,İstanbul,1048.82,1,,Elektronik
10437,ahmet yılmaz,Ankara,668.37,4,,Giyim
10438,AYŞE KAYA,İzmir,2547.43,6,,Ev
10439,Mehmet  Demir,Bursa,3738.68,3,,
10440, Fatma Şahin,İstanbul,50.0,9,,Giyim
10441,ahmet yılmaz,İstanbul,4263.1,8,,Elektronik
10442,AYŞE KAYA,Ankara,818.3,5,,Giyim
10443,Mehmet  Demir,İzmir,3686.37,9,,
10444, Fatma Şahin,Bursa,1005.56,4,,Elektronik
10445,ahmet yılmaz,İstanbul,1390.26,2,,Giyim
10446,AYŞE KAYA,İstanbul,3564.03,1,,Elektronik
10447,Bilinmiyor,Ankara,4902.01,9,,Elektronik
10448, Fatma Şahin,İzmir,3077.14,9,,
10449,ahmet yılmaz,Bursa,319.78,7,,Elektronik
10450,AYŞE KAYA,İstanbul,3100.73,1,,Giyim
10451,Mehmet  Demir,İstanbul,259.64,3,,
10452, Fatma Şahin,Ankara,4426.52,1,,?
10453,ahmet yılmaz,İzmir,3562.41,1,,Elektronik
10454,AYŞE KAYA,Bursa,906.98,3,,
10455,Mehmet  Demir,İstanbul,504.02,6,,
10456, Fatma Şahin,İstanbul,958.49,1,,Ev
10457,ahmet yılmaz,Ankara,4901.13,9,,Ev
10458,AYŞE KAYA,İzmir,2319.88,5,,Ev
10459,Mehmet  Demir,Bursa,3931.2,3,,?
10460, Fatma Şahin,İstanbul,3200.22,5,,Elektronik
10461,ahmet yılmaz,İstanbul,50.0,8,,
10462,AYŞE KAYA,Ankara,768.39,3,,
10463,Mehmet  Demir,İzmir,4732.82,1,,Elektronik
10464, Fatma Şahin,Bursa,1541.65,1,,
10465,ahmet yılmaz,İstanbul,2911.19,8,,
10466,AYŞE KAYA,İstanbul,3513.89,2,,?
10467,Mehmet  Demir,Ankara,3263.7,6,,Giyim
10468, Fatma Şahin,İzmir,4705.94,4,,Ev
10469,ahmet yılmaz,Bursa,784.77,7,,
10470,AYŞE KAYA,İstanbul,2566.35,1,,Elektronik
10471,Mehmet  Demir,İstanbul,2049.97,9,,
10472, Fatma Şahin,Ankara,2397.14,7,,
10473,ahmet yılmaz,İzmir,640.13,5,,?
10474,Bilinmiyor,Bursa,713.77,2,,Giyim
10475,Mehmet  Demir,İstanbul,1426.47,9,,Ev
10476, Fatma Şahin,İstanbul,50.0,3,,Elektronik
10477,ahmet yılmaz,Ankara,2168.12,5,,
10478,AYŞE KAYA,İzmir,3074.39,4,,Giyim
10479,Mehmet  Demir,Bursa,3191.41,3,,Elektronik
10480, Fatma Şahin,İstanbul,2088.46,4,,?
10481,ahmet yılmaz,İstanbul,2073.48,2,03-Ocak-2024 00:00:00,?
10482,AYŞE KAYA,Ankara,1127.26,1,03-Ocak-2024 03:00:00,?
10483,Mehmet  Demir,İzmir,2962.12,3,03-Ocak-2024 06:00:00,Elektronik
10484, Fatma Şahin,Bursa,1619.35,2,03-Ocak-2024 09:00:00,?
10485,ahmet yılmaz,İstanbul,228.5,4,03-Ocak-2024 12:00:00,?
10486,AYŞE KAYA,İstanbul,2121.08,8,03-Ocak-2024 15:00:00,?
10487,Mehmet  Demir,Ankara,2396.96,2,03-Ocak-2024 18:00:00,
10488, Fatma Şahin,İzmir,1166.68,1,03-Ocak-2024 21:00:00,Giyim
10489,ahmet yılmaz,Bursa,2883.67,1,03-Şubat-2024 00:00:00,Giyim
10490,AYŞE KAYA,İstanbul,2850.57,5,03-Şubat-2024 03:00:00,
10491,Mehmet  Demir,İstanbul,3524.91,3,03-Şubat-2024 06:00:00,Ev
10492, Fatma Şahin,Ankara,3257.34,5,03-Şubat-2024 09:00:00,Ev
10493,ahmet yılmaz,İzmir,3279.54,1,03-Şubat-2024 12:00:00,Giyim
10494,AYŞE KAYA,Bursa,50.0,3,03-Şubat-2024 15:00:00,?
10495,Mehmet  Demir,İstanbul,3947.79,4,03-Şubat-2024 18:00:00,?
10496,Bilinmiyor,İstanbul,2768.26,4,03-Şubat-2024 21:00:00,Elektronik
10497,ahmet yılmaz,Ankara,2185.52,5,03-Mart-2024 00:00:00,Ev
10498,AYŞE KAYA,İzmir,3148.76,8,03-Mart-2024 03:00:00,
10499,Mehmet  Demir,Bursa,1835.25,5,03-Mart-2024 06:00:00,Giyim
10500, Fatma Şahin,İstanbul,2588.06,8,03-Mart-2024 09:00:00,Giyim
